date,title,label,object,domain,pmi,score_RISK,week
2025-12-02,"Kejar Target Investasi Rp13.032 Triliun, BKPM Andalkan Fiktif Positif hingga Perluasan Hilirisasi",IMPACT,Other Minerals,Industrial & Investment,5.0,0.0,2025-12-01
2025-09-18,"PT Gag Nikel Kembali Beroperasi di Raja Ampat, KLH Lakukan Audit Lingkungan",EXECUTION,Nickel & EV,Sustainability & ESG,5.0,0.0,2025-09-15
2025-12-06,WNA China Ditangkap saat Hendak Selundupkan Serbuk Nikel di Bandara IWIP,EXECUTION,Nickel & EV,General,4.88,0.0,2025-12-01
2025-12-09,Inefisiensi Logistik Masih Jadi Tantangan Industri Jawa Barat di 2026,DISCOURSE,Coal & Energy,Trade & Export,3.0,0.0,2025-12-08
2025-11-06,"Pertumbuhan Ekonomi Kaltim 4,26% pada Kuartal III/2025, Industri Pengolahan Tetap Perkasa",DISCOURSE,General,Trade & Export,3.0,0.0,2025-11-03
2025-01-11,MIND ID Apresiasi Dukungan Media untuk Setiap Proyek Strategis 2024,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-01-06
2026-01-15,Perhapi Ingatkan Risiko Kerugian di Balik Wacana Pengurangan Produksi Nikel,DISCOURSE,Nickel & EV,Mining & Upstream,1.82,-1.5,2026-01-12
2025-08-15,Prabowo Pamer Realisasi Investasi 2025 Melesat Lampaui Target,IMPACT,General,Industrial & Investment,4.11,0.0,2025-08-11
2025-09-29,RI Berpotensi Surplus Aluminium Imbas Eksodus Pabrik China,DISCOURSE,Other Minerals,Industrial & Investment,3.24,0.0,2025-09-29
2024-11-11,Daaz Bara Lestari (DAAZ) Sambut Program Hilirisasi Nikel Prabowo,POLICY,Other Minerals,Industrial & Investment,4.36,0.0,2024-11-11
2025-08-18,Pasar Truk Domestik Ambles Digempur Truk Impor China di 2025,DISCOURSE,General,Trade & Export,3.0,0.0,2025-08-18
2025-12-16,Terungkap! 554.000 Ha Lahan Sawah Beralih Jadi Perumahan & Kawasan Industri,POLICY,General,Industrial & Investment,4.97,0.0,2025-12-15
2025-11-06,Pakar: Tata Kelola Pertambangan Butuh Reformasi Hukum dan Kelembagaan,IMPACT,Other Minerals,Mining & Upstream,4.46,0.0,2025-11-03
2025-06-16,Bau Rasuah di Balik Polemik Tambang Nikel Raja Ampat,IMPACT,Nickel & EV,Mining & Upstream,1.0,-18.5,2025-06-16
2025-06-12,"Meneropong Potensi Panen Dividen MIND ID dari ANTM, PTBA, dan TINS",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-06-09
2025-03-11,Budi Arie: Koperasi Desa Merah Putih Bisa Kelola Tambang,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-03-10
2025-07-22,KPK Kaji Laporan Muhammadiyah soal Potensi Korupsi Tambang Nikel di Morowali dan Halmahera,DISCOURSE,Nickel & EV,Mining & Upstream,1.0,-12.0,2025-07-21
2025-06-03,"Raja Ampat Terancam Rusak, Bahlil Bakal Panggil Pemilik IUP Tambang Nikel",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-02
2025-12-05,AKR Corporindo (AKRA) Serahkan 20 Ha Lahan di Kawasan Industri JIIPE ke Golden Elephant,EXECUTION,Other Minerals,Industrial & Investment,5.0,0.0,2025-12-01
2025-06-12,Greenpeace Minta Hentikan Rencana Proyek Smelter Sorong dan Cabut Izin Gag Nikel,POLICY,Nickel & EV,Sustainability & ESG,4.36,0.0,2025-06-09
2025-08-17,Detak Asta Cita dan Ketahanan Energi dari Jantung Sulawesi,EXECUTION,Coal & Energy,Sustainability & ESG,5.0,0.0,2025-08-11
2025-06-01,Polisi Tetapkan Dua Tersangka Tragedi Longsor Gunung Kuda Cirebon,POLICY,General,Mining & Upstream,4.52,0.0,2025-05-26
2025-10-15,Bahlil Pastikan Semarak Hilirisasi Bauksit Tak Buat Harga Jatuh,EXECUTION,Other Minerals,Industrial & Investment,2.45,-3.0,2025-10-13
2026-01-15,"Solusi Marakya Tambang Ilegal, ESDM Sumbar Siapkan Skema Legalisasi Izin Pertambangan Rakyat",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2026-01-12
2025-12-05,MOMOYO Capai 1.000 Gerai dan Umumkan Kolaborasi Serta Produk Baru,DISCOURSE,General,General,3.0,0.0,2025-12-01
2026-01-20,"Konflik Agraria Naik 15% di Tahun Pertama Prabowo, Cakup Area 914.547 Hektare",DISCOURSE,Nickel & EV,Sustainability & ESG,1.04,-3.0,2026-01-19
2025-10-28,Mentan Genjot Pengembangan Kelapa di Malut Lewat Keunggulan Komparatif,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-10-27
2025-12-04,"Ekspansi Bisnis, LAPD Rancang Aksi Korporasi",DISCOURSE,General,General,4.21,0.0,2025-12-01
2025-06-04,"Tak Cuma Tsingshan, Smelter di Weda Bay Juga Pangkas Produksi Baja Nirkarat",DISCOURSE,Nickel & EV,Industrial & Investment,3.39,0.0,2025-06-02
2025-05-06,"Pengusaha Beberkan Alasan Proyek DME Mandek di RI, Ini Biang Keroknya",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2025-05-05
2025-07-02,PP Presisi (PPRE) Lunasi Pembayaran Obligasi Rp107 Miliar,DISCOURSE,General,Mining & Upstream,3.0,0.0,2025-06-30
2025-08-26,Margin Pengusaha Nikel Berpotensi Makin Tergerus Gegara Aturan Baru HPM,IMPACT,Other Minerals,Trade & Export,4.27,0.0,2025-08-25
2024-11-08,"Beri Solusi Lifting Pertambangan, Sanggar Sarana Baja Pamerkan Mounted Crane PK 53002 SH",DISCOURSE,General,General,3.0,0.0,2024-11-04
2025-11-18,"Batu Bara Tak Lagi Anak Emas: Kena Bea Keluar, Negara Untung atau Buntung?",IMPACT,Other Minerals,Trade & Export,5.0,0.0,2025-11-17
2025-09-16,Mentan: Pabrik Hilirisasi Komoditas Gambir Solusi Angkat Perekonomian di Sumbar,IMPACT,General,Industrial & Investment,4.99,0.0,2025-09-15
2025-07-30,Vale Mulai Tahap Konstruksi Infrastruktur Proyek Nikel Bareng Huayou,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-07-28
2026-01-25,OJK Sulselbar Minta Akses Pembiayaan UMKM Diperluas Tahun ini,DISCOURSE,General,General,3.0,0.0,2026-01-19
2024-08-08,"Astra International (ASII) Serap Capex Rp12,3 Triliun Semester I/2024",IMPACT,General,Industrial & Investment,4.11,0.0,2024-08-05
2026-01-03,Majalengka Kunci 50.000 Hektare Sawah di Tengah Gempuran Industri,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-29
2025-09-29,Inalum Bakal Akuisisi Tambang Bauksit Antam di Kalbar Sebelum 2030,DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2025-09-29
2025-05-12,"Smelter Belum Optimal, Amman Mineral Ajukan Perpanjangan Izin Ekspor Konsentrat",EXECUTION,Other Minerals,Industrial & Investment,4.99,0.0,2025-05-12
2025-08-21,Sumbar Punya Potensi Besar Ciptakan Pertumbuhan Ekonomi Baru Berbasis DHE SDA,POLICY,Other Minerals,Trade & Export,4.27,0.0,2025-08-18
2024-12-05,Pengusaha Tambang Blak-blakan Penyebab Proyek DME Batu Bara Mandek,DISCOURSE,General,Industrial & Investment,3.0,0.0,2024-12-02
2025-12-07,AAUI: 2026 Jadi Tahun Konsolidasi bagi Industri Asuransi Umum,DISCOURSE,General,Mining & Upstream,3.24,0.0,2025-12-01
2025-12-05,"Viral Limbah Busa di Selat Madura, DLH Surabaya Tuduh Karena Sabun Mandi Warga",EXECUTION,General,Industrial & Investment,4.88,0.0,2025-12-01
2026-01-12,Prabowo Bakal Resmikan Proyek Kilang Balikpapan Senilai Rp123 Triliun Hari Ini,DISCOURSE,Coal & Energy,Industrial & Investment,3.39,0.0,2026-01-12
2024-07-25,"Muhammadiyah Ikuti Jejak NU Terima IUP Tambang, Ini Respons MUI",POLICY,Coal & Energy,Mining & Upstream,4.81,0.0,2024-07-22
2026-01-19,Gakkum Kemenhut Gagalkan Peredaran Kayu Ilegal di Ketapang,DISCOURSE,General,Sustainability & ESG,3.0,0.0,2026-01-19
2025-12-08,"Ketua Perbanas Ungkap Kondisi Industri Perbankan 2025: Masih Tumbuh, Tapi Moderat",DISCOURSE,General,General,3.0,0.0,2025-12-08
2025-12-08,Kuncoro Wibowo Pemilik Kawan Lama Group Raih BIG 40 Award,DISCOURSE,General,General,3.0,0.0,2025-12-08
2026-01-14,Cek Target Baru Harga Saham GGRM & HMSP saat Industri Rokok Rebound,DISCOURSE,General,Industrial & Investment,1.16,-2.5,2026-01-12
2025-11-27,"Ekonomi Papua Tengah Minus 8%, Bahlil Bantah Karena Faktor Freeport",DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2025-11-24
2025-11-28,AGII Gandeng PII Tingkatkan Kompetensi Engeneer Industri Gas,DISCOURSE,Coal & Energy,General,3.0,0.0,2025-11-24
2025-06-02,Vale (INCO) Gandeng Antareja Genjot Produksi Nikel di Bahodopi,EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-02
2024-06-11,Fuad Bawazier hingga Grace Natalie Diangkat jadi Komisaris MIND ID,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-06-10
2025-11-27,"Tantangan Pertambangan 2026: Harga Tertekan, Regulasi Baru Picu Ongkos Produksi",POLICY,Other Minerals,Trade & Export,4.97,0.0,2025-11-24
2026-01-27,"Pembangunan PLTU Captive Masif di Kawasan Industri, Berisiko Ancam Ekonomi dan Target Emisi",EXECUTION,Coal & Energy,Sustainability & ESG,4.98,0.0,2026-01-26
2025-12-18,Pengusaha Berharap Perluasan Program KLIK Percepat Investasi,IMPACT,General,Industrial & Investment,3.92,-1.5,2025-12-15
2024-08-19,"Bahlil Jadi Menteri ESDM, Industri Pertambangan Taruh Harapan Besar",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-08-19
2025-12-09,Ancang-ancang Lo Kheng Hong Percantik Portofolio Saham di Tahun Kuda Api,DISCOURSE,General,Industrial & Investment,3.2,0.0,2025-12-08
2025-12-13,Pengusaha Minuman Ringan Semringah Purbaya Batalkan Cukai MBDK 2026,DISCOURSE,General,General,3.39,0.0,2025-12-08
2024-08-05,Catat! Diversifikasi Lapangan Usaha di Kaltim Terus Berlanjut,DISCOURSE,General,Trade & Export,3.0,0.0,2024-08-05
2025-06-17,Kongsi Global Garap Smelter Bijih Besi Rendah Karbon Pilbara,EXECUTION,Other Minerals,Sustainability & ESG,4.96,0.0,2025-06-16
2025-12-17,Industri Permesinan Tagih Langkah Satgas P2SP Pangkas Izin Berbelit,DISCOURSE,General,Industrial & Investment,3.88,0.0,2025-12-15
2025-12-08,KEK Gresik Sabet BIG 40 Awards 2025: Kawasan Top Investasi Hilirisasi,IMPACT,Nickel & EV,Industrial & Investment,5.0,0.0,2025-12-08
2025-12-30,"Prospek Saham PPRE Usai PP Presisi Kantongi Tiga Kontrak Baru Senilai Rp1,2 Triliun",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2025-12-29
2025-08-25,Bahlil Ungkap Perbedaan Tugas Badan Industri Mineral dengan ESDM,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-08-25
2025-09-16,Direktur ITMG Niwat Boonyad Masuk Barisan Direksi Adhi Kartiko Pratama (NICE),DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-09-15
2024-11-18,"Kredit ke Industri Hilirisasi Naik 27,09%, OJK: Sejalan dengan Kebijakan Pemerintah",DISCOURSE,General,Industrial & Investment,3.0,0.0,2024-11-18
2025-12-16,"Kaleidoskop 2025: Pabrik Tekstil Raksasa Berguguran, Industri Kembang Kempis",IMPACT,General,Trade & Export,4.99,0.0,2025-12-15
2025-02-24,Daftar Proyek Prioritas Danantara: Hilirisasi hingga Pusat Data AI,DISCOURSE,Other Minerals,Industrial & Investment,3.43,0.0,2025-02-24
2026-01-22,Banyak Pabrik Garmen Bertahan di Banten & Jabar Meski Upah Tinggi,DISCOURSE,General,Industrial & Investment,3.2,0.0,2026-01-19
2025-09-27,"Bos MDKA Ungkap Alasan Pendapatan Semester I/2025 Turun 21,87%",EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-09-22
2025-08-10,"BPS Catatkan Perekonomian Kepri Triwulan II/2025 Tumbuh 7,14%",EXECUTION,General,Industrial & Investment,4.99,0.0,2025-08-04
2025-07-14,"Asuransi Jiwa IFG Koleksi Saham PPRO, SMBR dan Emiten Tambang Ini",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-07-14
2026-01-11,Pengusaha Baja Ungkap Kekhawatiran Dampak Konflik Venezuela-AS ke Industri RI,DISCOURSE,Other Minerals,Trade & Export,3.2,0.0,2026-01-05
2025-03-11,Menerka Imbas Revisi Tarif Royalti ke Emiten Batu Bara,IMPACT,Coal & Energy,Mining & Upstream,5.0,0.0,2025-03-10
2025-06-10,Tok! Prabowo Cabut 4 Izin Usaha Pertambangan Nikel di Raja Ampat,DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2025-06-09
2025-05-26,Pilah-pilih Saham Tambang MIND ID di Tengah Fluktuasi Harga Komoditas,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-05-26
2025-11-27,"OPINI: Batik Hijau, Dari Tradisi ke Terobosan Ekonomi Keberlanjutan",POLICY,Coal & Energy,Trade & Export,4.27,0.0,2025-11-24
2025-12-27,"Puluhan Industri Baru Hadir di Jabar pada 2026, Ini Kompetensi Yang Dibutuhkan",EXECUTION,General,Industrial & Investment,4.9,0.0,2025-12-22
2025-12-24,"Merger Moratelindo-MyRepublic, Siasat Hadapi Tekanan Belanja Modal Industri",DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-12-22
2025-11-10,"Babak Baru Penghiliran Nikel, Izin Baru Smelter Dibatasi",DISCOURSE,Nickel & EV,Industrial & Investment,1.0,-9.0,2025-11-10
2025-11-16,"MIND ID Pacu Hilirisasi Bauksit, Smelter SGAR Fase II Diperluas",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-11-10
2026-01-22,"Deretan Saham yang Sensitif Suku Bunga Saat BI Rate Bertahan di Level 4,75%",DISCOURSE,Other Minerals,Industrial & Investment,3.1,0.0,2026-01-19
2026-01-02,"Pertumbuhan Ekonomi Batam 6,89%, Investasi Capai Rp54,7 Triliun",DISCOURSE,General,Industrial & Investment,3.72,0.0,2025-12-29
2025-12-08,Pelaku Industri Bahas Peran Intermediasi Keuangan Dorong Pertumbuhan Ekonomi di BIG Conference 2025,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-03-18,"IHSG Anjlok 6%, Wamen Investasi: Gak Ada Masalah",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-03-17
2024-07-30,KPK Temukan Lagi Bukti Kasus IUP Maluku Utara Usai Geledah 3 Kantor Swasta,DISCOURSE,Other Minerals,Mining & Upstream,1.01,-4.0,2024-07-29
2024-06-04,"Freeport Berpeluang Nambang Sampai Cadangan Habis, Ini Kata Menteri ESDM",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-06-03
2025-06-19,"KKP Sidak Tambang di Pulau Citlim, Temukan Kerusakan Lingkungan",EXECUTION,Other Minerals,Sustainability & ESG,4.88,0.0,2025-06-16
2025-08-15,Prabowo Janji Perluas Hilirisasi di Dalam Negeri,DISCOURSE,Nickel & EV,Industrial & Investment,4.27,0.0,2025-08-11
2024-12-17,"Momen Nataru, Konsumsi Solar di Riau Diprediksi Turun 6,9% karena Hal Ini",DISCOURSE,Coal & Energy,General,3.24,0.0,2024-12-16
2025-07-28,"Ini Pengurus Baru Vale Indonesia (INCO), Bernardus Irmanto Jabat CEO",POLICY,General,Industrial & Investment,4.97,0.0,2025-07-28
2026-01-21,Agincourt Resources Buka Suara soal Izin Tambang Martabe Dicabut Prabowo,POLICY,Other Minerals,Mining & Upstream,4.27,0.0,2026-01-19
2025-03-11,INCO & TINS Diproyeksi Paling Terdampak Usulan Kenaikan Royalti,IMPACT,Nickel & EV,Mining & Upstream,5.0,0.0,2025-03-10
2025-11-27,"Buruh Sebut Formula UMP 2026 Justru Perlebar Disparitas, Ini Alasannya",DISCOURSE,General,General,3.0,0.0,2025-11-24
2024-11-20,Wamen Investasi Ungkap 3 Sektor Penopang Pertumbuhan Ekonomi 8%,POLICY,Other Minerals,Industrial & Investment,4.24,0.0,2024-11-18
2025-06-04,KLH Kaji Laporan Tambang Nikel di Raja Ampat,EXECUTION,Nickel & EV,Sustainability & ESG,4.97,0.0,2025-06-02
2026-01-19,Smelter Nikel Vale Kongsi Ford & Huayou Senilai Rp76 Triliun Tuntas Agustus 2026,IMPACT,Nickel & EV,Industrial & Investment,5.0,0.0,2026-01-19
2025-12-30,Nasib Insentif Mobil Listrik Pengaruhi Ketergantungan Impor BBM,DISCOURSE,Coal & Energy,Trade & Export,3.8,0.0,2025-12-29
2025-08-27,Pemerintah Pastikan Tak Perpanjang Relaksasi Ekspor Tembaga Freeport,EXECUTION,Other Minerals,Trade & Export,5.0,0.0,2025-08-25
2025-06-06,Fadli Zon Kritik Tambang Nikel di Raja Ampat: Jangan Rusak Alam dan Ganggu Situs Sejarah,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-02
2025-11-06,"BEI Bakal Kedatangan 3 Calon Emiten IPO Raksasa, Ada dari BUMN?",DISCOURSE,Coal & Energy,Industrial & Investment,3.39,0.0,2025-11-03
2025-12-17,Sribu Dorong Freelancer Berkembang Lewat SRIBUFEST 2025,DISCOURSE,General,General,3.0,0.0,2025-12-15
2025-10-16,Menanti Tuah Diversifikasi Alamtri Minerals (ADMR),EXECUTION,Coal & Energy,Industrial & Investment,5.0,0.0,2025-10-13
2025-09-15,"Mentan Hadiri Ratas di Istana, Bahas Hilirisasi Pangan dan Harga Daging Ayam",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-09-15
2025-12-09,Bank Indonesia: Kunci Akselerasi Ekonomi Sulawesi Selatan 2026 adalah Hilirisasi,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-10-06,"Daftar 6 Smelter Tambang Ilegal yang Disita Kejagung, Rugikan Negara Rp300 Triliun",DISCOURSE,Other Minerals,Industrial & Investment,1.01,-4.0,2025-10-06
2024-08-01,PTRO Teken Perjanjian Jasa Pertambangan dengan Anak Usaha Cokal Ltd,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-07-29
2025-11-07,Ekonom: Perbaikan Tata Kelola Pertambangan Bantu Dongkrak Perekonomian,IMPACT,Other Minerals,Mining & Upstream,4.27,0.0,2025-11-03
2025-12-18,Industri Kripto Butuh Kejelasan Regulasi agar Publik Percaya,POLICY,General,Mining & Upstream,4.91,0.0,2025-12-15
2025-11-17,"Tak Lagi Jadi Anak Emas, Ekspor Batu Bara Bakal Kena Bea Keluar!",IMPACT,Other Minerals,Trade & Export,4.64,0.0,2025-11-17
2025-06-09,Ada 'Mens Rea' di Balik Penggunaan Nama Kapal JKW Mahakam & Dewi Iriana,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2025-01-10,Pengusaha Beber Segudang Masalah yang Harus Diselesaikan Satgas Hilirisasi,POLICY,Other Minerals,Industrial & Investment,4.88,0.0,2025-01-06
2025-11-13,"OJK: Pembiayaan Alat Berat Tumbuh 9,38% pada Kuartal III/2025",DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-11-10
2026-01-11,Pasar Baja Lokal Incar Peluang Ekspor di Tengah Tekanan Produk Impor,DISCOURSE,Other Minerals,Trade & Export,3.72,0.0,2026-01-05
2025-12-08,"Sempat Berjaya, Zulhas Soroti PDB RI Kini Tertinggal Jauh dari China-Malaysia",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-12-22,"Aprisindo Soroti Aturan Upah Baru, Minta Kebijakan Lebih Berimbang untuk Industri Padat Karya",IMPACT,General,General,4.92,0.0,2025-12-22
2025-09-15,"Fasilitas Tambang dan Smelter Siap Dibangun di Aceh, BUMN Tiongkok Terlibat",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-09-15
2026-01-25,Kawasan Industri Bintan Bidik Investasi Blue Ocean Mulai 2026,DISCOURSE,General,Trade & Export,4.1,0.0,2026-01-19
2025-05-23,"Proyek Hilirisasi Prioritas Prabowo Jadi 18, Groundbreaking Pertama Proyek CATL Juni 2025",EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-05-19
2025-10-28,"Laba Antam (ANTM) Sentuh Rp5,97 Triliun per Kuartal III/2025, Melonjak 171,41%",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-10-27
2025-09-18,"Kredit Nganggur Bank Tembus Rp2.300 Triliun, Ini Sektor Penyumbangnya",DISCOURSE,General,General,3.0,0.0,2025-09-15
2025-08-27,"Mengenal GEM Limited, Perusahaan China yang Digandeng Danantara Hilirisasi Nikel Rp23,24 Triliun",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-08-25
2025-06-19,Kasus Tambang Raja Ampat Jadi Momentum Evaluasi Hilirisasi Nikel,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-06-16
2025-12-30,"Harga Acuan Barang Impor Bakal Diatur, Angin Segar untuk Industri Tekstil?",POLICY,General,Trade & Export,4.44,0.0,2025-12-29
2025-03-13,"Harga Batu Bara Cs Loyo, Penerimaan Negara dari Tambang & Migas Tertekan",IMPACT,Other Minerals,Mining & Upstream,5.0,0.0,2025-03-10
2025-10-29,Chengdong Kembali Jual Saham Bumi Resources (BUMI),DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-10-27
2025-02-11,"Investasi Sumsel Tahun Ini Ditargetkan Rp42,5 Triliun, Potensi Besar di Sektor Hilirisasi",DISCOURSE,General,Industrial & Investment,4.64,0.0,2025-02-10
2025-08-08,ESDM Ungkap Perusahaan Rusia Mulai Lirik Investasi di Sektor Minerba,DISCOURSE,Other Minerals,Mining & Upstream,1.0,-5.0,2025-08-04
2025-06-23,KLH masih Dalami Potensi Kerusakan Lingkungan akibat Tambang Nikel di Raja Ampat,EXECUTION,Nickel & EV,Sustainability & ESG,4.88,0.0,2025-06-23
2026-01-15,Pasokan Nikel-Batubara Terancam Tiris Imbas Pemangkasan Produksi,EXECUTION,Nickel & EV,Mining & Upstream,4.97,0.0,2026-01-12
2025-12-10,"MANTAB, Aplikasi Baru BP Batam untuk Percepat Rekrutmen Industri",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-12-23,"Gandeng AWS, Metrodata Electronics (MTDL) Luncurkan Platform AI Megarock",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-22
2025-12-29,Kaleidoskop 2025: Babak Belur Industri Otomotif hingga Euforia Mobil Listrik,POLICY,Nickel & EV,Trade & Export,1.38,-2.5,2025-12-29
2025-10-07,"Terima Aset Rampasan Kasus Tambang Ilegal, Saham Timah (TINS) Tancap Gas",DISCOURSE,Other Minerals,Industrial & Investment,1.29,-2.0,2025-10-06
2025-07-01,Erick Thohir Sebut BUMN Bakal Dukung Hilirisasi Energi Hijau,EXECUTION,Nickel & EV,Industrial & Investment,4.98,0.0,2025-06-30
2025-03-19,"Kredit Korporasi Masih Kuat, Sektor Tambang Tumbuh Signifikan",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-03-17
2025-03-21,Gapki Sumsel Diminta Kontribusi Hilirisasi Komoditas Sawit,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-03-17
2025-01-21,Laporan USABC-LPEM UI: Hilirisasi Indonesia Masih Terfokus di Sektor Midstream,IMPACT,Other Minerals,Industrial & Investment,4.11,0.0,2025-01-20
2025-03-21,Siap-siap! Prabowo Bakal Naikkan Tarif Royalti Mineral dan Batu Bara,IMPACT,Other Minerals,Mining & Upstream,4.38,0.0,2025-03-17
2025-12-03,RI Kembali Ekspor 5.218 Ton Udang Bebas Cs-137 ke AS Senilai Rp949 Miliar,DISCOURSE,General,Trade & Export,3.0,0.0,2025-12-01
2025-03-04,"Arahan Prabowo ke Tim Satgas Hilirisasi, Singgung Soal Danantara",DISCOURSE,Other Minerals,Industrial & Investment,3.39,0.0,2025-03-03
2025-06-08,KLH Akan Tinjau Ulang Persetujuan Lingkungan 4 Tambang Nikel di Raja Ampat,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-06-02
2025-06-17,Menilik Arah Penyaluran Kredit Bank saat Emiten Batu Bara Diversifikasi Bisnis,POLICY,Coal & Energy,Sustainability & ESG,4.52,0.0,2025-06-16
2025-12-30,"OJK: Penerbitan Berkurang, Investasi Dana Pensiun di SRBI Turun jadi Rp4,09 Triliun",DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-12-29
2025-05-24,"RI-China Bakal Jajaki Proyek Baru pada Kunjungan PM Li Qiang, Sektor Transportasi hingga Hilirisasi",DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2025-05-19
2025-12-02,"Pertambangan Terkontraksi, Ekspor Sumsel Merosot 1,37%",DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2025-12-01
2024-11-05,"Ditopang Industri Pengolahan, Perekonomian Kepri Triwulan III/2024 Tumbuh 5,02%",DISCOURSE,General,Trade & Export,3.0,0.0,2024-11-04
2025-12-08,Pendiri Kalbe (KLBF) Mendiang Dr Boen Raih Penghargaan BIG 40 Awards,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-04-29,"Pemprov Sulteng Keluhkan Minimnya Dana Bagi Hasil Pertambangan, Cuma Dapat Rp200 Miliar per Tahun",DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2025-04-28
2024-12-18,PTBA Gandeng UGM Kembangkan Hilirisasi Batu Bara jadi Asam Humat,IMPACT,General,Industrial & Investment,4.11,0.0,2024-12-16
2024-11-25,"Rupiah Terpuruk, Ini Alasan Sektor Tambang dan Energi Bakal Bersinar",DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2024-11-25
2025-06-20,Pantang Surut Strategi Bisnis Harita Nickel (NCKL) saat Nikel Lesu,EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-06-16
2025-12-19,"Anindya Bakrie Temui Purbaya, Tagih 'Jatah' Kredit Bunga Rendah 6%",IMPACT,General,Trade & Export,4.11,0.0,2025-12-15
2025-10-29,Vale Indonesia (INCO) Raup Laba Bersih Rp872 Miliar Kuartal III/2025,DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2025-10-27
2024-06-07,"Ormas Keagamaan Bisa Dapat IUP Batu Bara, ESDM Ungkap Alasannya",DISCOURSE,Coal & Energy,Mining & Upstream,3.0,0.0,2024-06-03
2025-06-14,Jokowi Buka Suara Soal Kapal Bernama JKW Mahakam dan Dewi Iriana di Raja Ampat,DISCOURSE,Nickel & EV,General,3.0,0.0,2025-06-09
2025-12-14,Perhapi Minta Perbaikan Aturan Royalti di Tengah Tekanan Harga Nikel & Batu Bara,IMPACT,Nickel & EV,Mining & Upstream,4.27,0.0,2025-12-08
2025-09-22,Muba Bakal Perluas Perkebunan Kelapa Mencapai 1.000 Hektare pada 2026,DISCOURSE,Other Minerals,Industrial & Investment,3.67,0.0,2025-09-22
2026-01-19,Bos Vale (INCO) Blak-blakan Untung Rugi Pemangkasan Produksi Nikel Tahun Ini,DISCOURSE,Nickel & EV,Mining & Upstream,4.0,0.0,2026-01-19
2025-04-09,"Siap-siap! Tarif Baru Royalti Nikel, Batu Bara Cs Berlaku Bulan Ini",IMPACT,Other Minerals,Mining & Upstream,5.0,0.0,2025-04-07
